Fecha,Año,Mes,Mes_Nombre,Dia,Trimestre,Producto,Categoría,Cantidad,Precio,Ciudad,Total_Venta
2026-06-18,2026,6,Junio,18,2026Q2,Mouse X,Accesorios,8,50.0,Puno,400.0
2026-04-07,2026,4,Abril,7,2026Q2,Cable UTP,Redes,20,22.5,Arequipa,450.0
2026-07-07,2026,7,Julio,7,2026Q3,Webcam HD,Accesorios,8,171.0,Tacna,1368.0
2026-03-19,2026,3,Marzo,19,2026Q1,Impresora A,Impresoras,18,702.0,Cusco,12636.0
2026-02-27,2026,2,Febrero,27,2026Q1,Teclado K1,Accesorios,20,120.0,Arequipa,2400.0
2026-07-08,2026,7,Julio,8,2026Q3,Mouse Gamer,Accesorios,2,180.0,Juliaca,360.0
2026-06-25,2026,6,Junio,25,2026Q2,Monitor 27,Computadoras,14,1375.0,Juliaca,19250.0
2026-01-08,2026,1,Enero,8,2026Q1,Audífonos Pro,Accesorios,4,262.5,Tacna,1050.0
2026-07-20,2026,7,Julio,20,2026Q3,Monitor 24,Computadoras,16,892.5,Tacna,14280.0
2026-03-05,2026,3,Marzo,5,2026Q1,Impresora A,Impresoras,17,819.0,Juliaca,13923.0
2026-01-26,2026,1,Enero,26,2026Q1,Disco SSD 2TB,Almacenamiento,13,759.0,Lima,9867.0
2026-02-06,2026,2,Febrero,6,2026Q1,Mouse X,Accesorios,4,50.0,Arequipa,200.0
2026-02-01,2026,2,Febrero,1,2026Q1,Laptop B,Computadoras,5,3200.0,Lima,16000.0
2026-04-13,2026,4,Abril,13,2026Q2,Impresora Multifunción,Impresoras,6,1150.0,Tacna,6900.0
2026-03-29,2026,3,Marzo,29,2026Q1,Disco SSD 1TB,Almacenamiento,19,361.0,Lima,6859.0
2026-04-10,2026,4,Abril,10,2026Q2,Mouse Gamer,Accesorios,1,162.0,Moquegua,162.0
2026-08-14,2026,8,Agosto,14,2026Q3,Disco SSD 1TB,Almacenamiento,4,399.0,Lima,1596.0
2026-02-07,2026,2,Febrero,7,2026Q1,USB 128GB,Almacenamiento,15,75.0,Arequipa,1125.0
2026-01-12,2026,1,Enero,12,2026Q1,Laptop B,Computadoras,12,3200.0,Trujillo,38400.0
2026-04-12,2026,4,Abril,12,2026Q2,Monitor 27,Computadoras,3,1250.0,Arequipa,3750.0
2026-02-22,2026,2,Febrero,22,2026Q1,Impresora Multifunción,Impresoras,18,1035.0,Moquegua,18630.0
2026-08-06,2026,8,Agosto,6,2026Q3,Impresora A,Impresoras,19,780.0,Puno,14820.0
2026-04-08,2026,4,Abril,8,2026Q2,Impresora A,Impresoras,18,819.0,Cusco,14742.0
2026-03-18,2026,3,Marzo,18,2026Q1,Impresora A,Impresoras,14,780.0,Juliaca,10920.0
2026-08-20,2026,8,Agosto,20,2026Q3,Disco SSD 2TB,Almacenamiento,3,655.5,Moquegua,1966.5
2026-08-18,2026,8,Agosto,18,2026Q3,Monitor 24,Computadoras,4,850.0,Moquegua,3400.0
2026-05-10,2026,5,Mayo,10,2026Q2,Laptop B,Computadoras,12,3200.0,Moquegua,38400.0
2026-02-03,2026,2,Febrero,3,2026Q1,Laptop A,Computadoras,15,2375.0,Puno,35625.0
2026-03-09,2026,3,Marzo,9,2026Q1,Impresora A,Impresoras,1,819.0,Juliaca,819.0
2026-05-01,2026,5,Mayo,1,2026Q2,PC Gamer X,Computadoras,16,5200.0,Moquegua,83200.0
2026-07-20,2026,7,Julio,20,2026Q3,Teclado K1,Accesorios,17,132.0,Moquegua,2244.0
2026-02-27,2026,2,Febrero,27,2026Q1,Laptop C,Computadoras,4,4100.0,Trujillo,16400.0
2026-01-04,2026,1,Enero,4,2026Q1,Switch 8P,Redes,3,279.0,Juliaca,837.0
2026-06-30,2026,6,Junio,30,2026Q2,Disco SSD 2TB,Almacenamiento,20,724.5,Lima,14490.0
2026-03-24,2026,3,Marzo,24,2026Q1,Monitor 24,Computadoras,7,765.0,Arequipa,5355.0
2026-06-10,2026,6,Junio,10,2026Q2,USB 64GB,Almacenamiento,20,42.75,Arequipa,855.0
2026-02-08,2026,2,Febrero,8,2026Q1,USB 128GB,Almacenamiento,9,71.25,Puno,641.25
2026-04-23,2026,4,Abril,23,2026Q2,Mouse X,Accesorios,1,52.5,Cusco,52.5
2026-08-13,2026,8,Agosto,13,2026Q3,Switch 8P,Redes,8,310.0,Trujillo,2480.0
2026-01-22,2026,1,Enero,22,2026Q1,Router WiFi,Redes,14,230.0,Puno,3220.0
2026-03-31,2026,3,Marzo,31,2026Q1,Laptop B,Computadoras,18,2880.0,Lima,51840.0
2026-08-08,2026,8,Agosto,8,2026Q3,Laptop A,Computadoras,8,2250.0,Moquegua,18000.0
2026-07-15,2026,7,Julio,15,2026Q3,USB 128GB,Almacenamiento,18,78.75,Arequipa,1417.5
2026-01-14,2026,1,Enero,14,2026Q1,Webcam HD,Accesorios,4,190.0,Juliaca,760.0
2026-08-03,2026,8,Agosto,3,2026Q3,Webcam HD,Accesorios,4,199.5,Arequipa,798.0
2026-04-21,2026,4,Abril,21,2026Q2,Impresora Multifunción,Impresoras,4,1207.5,Tacna,4830.0
2026-06-28,2026,6,Junio,28,2026Q2,Impresora Multifunción,Impresoras,7,1207.5,Moquegua,8452.5
2026-08-12,2026,8,Agosto,12,2026Q3,Audífonos Pro,Accesorios,6,275.0,Lima,1650.0
2026-02-28,2026,2,Febrero,28,2026Q1,Impresora Multifunción,Impresoras,3,1035.0,Cusco,3105.0
2026-03-21,2026,3,Marzo,21,2026Q1,Audífonos Pro,Accesorios,6,275.0,Puno,1650.0
2026-05-07,2026,5,Mayo,7,2026Q2,Teclado K1,Accesorios,8,132.0,Juliaca,1056.0
2026-08-15,2026,8,Agosto,15,2026Q3,Mouse Gamer,Accesorios,20,180.0,Arequipa,3600.0
2026-06-25,2026,6,Junio,25,2026Q2,Impresora Multifunción,Impresoras,14,1265.0,Puno,17710.0
2026-02-12,2026,2,Febrero,12,2026Q1,USB 64GB,Almacenamiento,16,49.5,Arequipa,792.0
2026-04-07,2026,4,Abril,7,2026Q2,Disco SSD 1TB,Almacenamiento,7,380.0,Moquegua,2660.0
2026-05-17,2026,5,Mayo,17,2026Q2,Monitor 27,Computadoras,2,1312.5,Cusco,2625.0
2026-06-02,2026,6,Junio,2,2026Q2,PC Gamer X,Computadoras,4,4940.0,Arequipa,19760.0
2026-01-10,2026,1,Enero,10,2026Q1,Teclado K1,Accesorios,12,114.0,Lima,1368.0
2026-02-18,2026,2,Febrero,18,2026Q1,Cable UTP,Redes,16,23.75,Tacna,380.0
2026-05-11,2026,5,Mayo,11,2026Q2,Router WiFi,Redes,8,253.0,Juliaca,2024.0
2026-03-05,2026,3,Marzo,5,2026Q1,Impresora Multifunción,Impresoras,14,1035.0,Trujillo,14490.0
2026-03-07,2026,3,Marzo,7,2026Q1,Laptop C,Computadoras,17,3690.0,Trujillo,62730.0
2026-06-25,2026,6,Junio,25,2026Q2,Laptop C,Computadoras,2,4100.0,Juliaca,8200.0
2026-08-11,2026,8,Agosto,11,2026Q3,Audífonos Pro,Accesorios,13,275.0,Moquegua,3575.0
2026-08-08,2026,8,Agosto,8,2026Q3,Laptop B,Computadoras,19,3360.0,Lima,63840.0
2026-07-28,2026,7,Julio,28,2026Q3,PC Gamer X,Computadoras,6,5200.0,Trujillo,31200.0
2026-04-19,2026,4,Abril,19,2026Q2,USB 128GB,Almacenamiento,1,78.75,Moquegua,78.75
2026-01-25,2026,1,Enero,25,2026Q1,Laptop A,Computadoras,11,2500.0,Puno,27500.0
2026-03-26,2026,3,Marzo,26,2026Q1,Impresora Multifunción,Impresoras,5,1035.0,Puno,5175.0
2026-04-11,2026,4,Abril,11,2026Q2,Audífonos Pro,Accesorios,4,275.0,Tacna,1100.0
2026-06-28,2026,6,Junio,28,2026Q2,USB 128GB,Almacenamiento,20,75.0,Juliaca,1500.0
2026-03-15,2026,3,Marzo,15,2026Q1,Router WiFi,Redes,5,230.0,Arequipa,1150.0
2026-03-19,2026,3,Marzo,19,2026Q1,USB 128GB,Almacenamiento,2,75.0,Lima,150.0
2026-07-18,2026,7,Julio,18,2026Q3,Teclado K1,Accesorios,13,108.0,Trujillo,1404.0
2026-04-13,2026,4,Abril,13,2026Q2,Router WiFi,Redes,20,241.5,Tacna,4830.0
2026-06-13,2026,6,Junio,13,2026Q2,Monitor 27,Computadoras,16,1250.0,Cusco,20000.0
2026-03-07,2026,3,Marzo,7,2026Q1,Laptop B,Computadoras,9,3200.0,Juliaca,28800.0
2026-07-12,2026,7,Julio,12,2026Q3,Impresora A,Impresoras,9,780.0,Moquegua,7020.0
2026-03-14,2026,3,Marzo,14,2026Q1,Monitor 27,Computadoras,18,1187.5,Moquegua,21375.0
2026-04-13,2026,4,Abril,13,2026Q2,Disco SSD 1TB,Almacenamiento,20,418.0,Trujillo,8360.0
2026-06-01,2026,6,Junio,1,2026Q2,Monitor 27,Computadoras,16,1187.5,Arequipa,19000.0
2026-04-14,2026,4,Abril,14,2026Q2,Mouse X,Accesorios,8,45.0,Cusco,360.0
2026-07-04,2026,7,Julio,4,2026Q3,Disco SSD 2TB,Almacenamiento,7,724.5,Cusco,5071.5
2026-07-04,2026,7,Julio,4,2026Q3,Audífonos Pro,Accesorios,8,262.5,Tacna,2100.0
2026-04-23,2026,4,Abril,23,2026Q2,USB 128GB,Almacenamiento,6,71.25,Arequipa,427.5
2026-05-06,2026,5,Mayo,6,2026Q2,Mouse X,Accesorios,20,50.0,Trujillo,1000.0
2026-02-13,2026,2,Febrero,13,2026Q1,Monitor 24,Computadoras,17,935.0,Juliaca,15895.0
2026-04-01,2026,4,Abril,1,2026Q2,Switch 8P,Redes,2,325.5,Trujillo,651.0
2026-05-30,2026,5,Mayo,30,2026Q2,Disco SSD 1TB,Almacenamiento,10,342.0,Puno,3420.0
2026-08-13,2026,8,Agosto,13,2026Q3,Teclado K1,Accesorios,17,120.0,Trujillo,2040.0
2026-04-06,2026,4,Abril,6,2026Q2,Laptop A,Computadoras,19,2375.0,Moquegua,45125.0
2026-04-15,2026,4,Abril,15,2026Q2,Laptop B,Computadoras,17,3360.0,Tacna,57120.0
2026-01-01,2026,1,Enero,1,2026Q1,Mouse Gamer,Accesorios,4,198.0,Tacna,792.0
2026-04-16,2026,4,Abril,16,2026Q2,Impresora Multifunción,Impresoras,17,1265.0,Tacna,21505.0
2026-03-31,2026,3,Marzo,31,2026Q1,Disco SSD 2TB,Almacenamiento,3,724.5,Moquegua,2173.5
2026-04-07,2026,4,Abril,7,2026Q2,Disco SSD 2TB,Almacenamiento,20,724.5,Puno,14490.0
2026-01-26,2026,1,Enero,26,2026Q1,Laptop C,Computadoras,9,3690.0,Juliaca,33210.0
2026-04-07,2026,4,Abril,7,2026Q2,Disco SSD 2TB,Almacenamiento,4,655.5,Arequipa,2622.0
2026-04-28,2026,4,Abril,28,2026Q2,Audífonos Pro,Accesorios,14,275.0,Trujillo,3850.0
2026-08-07,2026,8,Agosto,7,2026Q3,PC Gamer X,Computadoras,20,5720.0,Arequipa,114400.0
2026-08-13,2026,8,Agosto,13,2026Q3,Router WiFi,Redes,1,218.5,Cusco,218.5
2026-05-07,2026,5,Mayo,7,2026Q2,Impresora A,Impresoras,14,780.0,Juliaca,10920.0
2026-03-17,2026,3,Marzo,17,2026Q1,Monitor 24,Computadoras,10,850.0,Lima,8500.0
2026-02-20,2026,2,Febrero,20,2026Q1,Teclado K1,Accesorios,8,114.0,Puno,912.0
2026-03-12,2026,3,Marzo,12,2026Q1,Mouse X,Accesorios,16,45.0,Cusco,720.0
2026-07-19,2026,7,Julio,19,2026Q3,Webcam HD,Accesorios,14,180.5,Puno,2527.0
2026-08-18,2026,8,Agosto,18,2026Q3,Laptop A,Computadoras,4,2500.0,Lima,10000.0
2026-03-25,2026,3,Marzo,25,2026Q1,Audífonos Pro,Accesorios,3,262.5,Cusco,787.5
2026-02-06,2026,2,Febrero,6,2026Q1,Monitor 24,Computadoras,20,765.0,Puno,15300.0
2026-01-19,2026,1,Enero,19,2026Q1,USB 128GB,Almacenamiento,19,75.0,Tacna,1425.0
2026-03-30,2026,3,Marzo,30,2026Q1,USB 128GB,Almacenamiento,20,78.75,Lima,1575.0
2026-08-19,2026,8,Agosto,19,2026Q3,Audífonos Pro,Accesorios,7,225.0,Lima,1575.0
2026-02-24,2026,2,Febrero,24,2026Q1,Disco SSD 1TB,Almacenamiento,1,380.0,Juliaca,380.0
2026-02-11,2026,2,Febrero,11,2026Q1,Mouse X,Accesorios,15,52.5,Juliaca,787.5
2026-03-14,2026,3,Marzo,14,2026Q1,Router WiFi,Redes,16,253.0,Juliaca,4048.0
2026-02-12,2026,2,Febrero,12,2026Q1,Webcam HD,Accesorios,10,180.5,Cusco,1805.0
2026-04-25,2026,4,Abril,25,2026Q2,Router WiFi,Redes,9,207.0,Lima,1863.0
2026-06-06,2026,6,Junio,6,2026Q2,Laptop B,Computadoras,7,3200.0,Trujillo,22400.0
2026-04-18,2026,4,Abril,18,2026Q2,USB 64GB,Almacenamiento,5,45.0,Tacna,225.0
2026-06-26,2026,6,Junio,26,2026Q2,Disco SSD 1TB,Almacenamiento,16,418.0,Arequipa,6688.0
2026-06-07,2026,6,Junio,7,2026Q2,Laptop B,Computadoras,1,3360.0,Juliaca,3360.0
2026-08-10,2026,8,Agosto,10,2026Q3,Router WiFi,Redes,5,218.5,Trujillo,1092.5
2026-07-03,2026,7,Julio,3,2026Q3,Switch 8P,Redes,1,310.0,Puno,310.0
2026-06-05,2026,6,Junio,5,2026Q2,Switch 8P,Redes,9,310.0,Cusco,2790.0
2026-06-10,2026,6,Junio,10,2026Q2,Monitor 24,Computadoras,20,850.0,Cusco,17000.0
2026-01-30,2026,1,Enero,30,2026Q1,Mouse X,Accesorios,2,45.0,Trujillo,90.0
2026-07-31,2026,7,Julio,31,2026Q3,Disco SSD 2TB,Almacenamiento,8,621.0,Arequipa,4968.0
2026-06-06,2026,6,Junio,6,2026Q2,Laptop A,Computadoras,1,2375.0,Cusco,2375.0
2026-02-09,2026,2,Febrero,9,2026Q1,Mouse X,Accesorios,18,45.0,Tacna,810.0
2026-08-12,2026,8,Agosto,12,2026Q3,Cable UTP,Redes,11,26.25,Arequipa,288.75
2026-07-10,2026,7,Julio,10,2026Q3,Cable UTP,Redes,6,23.75,Tacna,142.5
2026-07-16,2026,7,Julio,16,2026Q3,Impresora Multifunción,Impresoras,6,1150.0,Tacna,6900.0
2026-07-08,2026,7,Julio,8,2026Q3,Cable UTP,Redes,10,22.5,Lima,225.0
2026-07-11,2026,7,Julio,11,2026Q3,Cable UTP,Redes,3,27.5,Arequipa,82.5
2026-06-12,2026,6,Junio,12,2026Q2,Monitor 27,Computadoras,8,1250.0,Cusco,10000.0
2026-06-06,2026,6,Junio,6,2026Q2,USB 128GB,Almacenamiento,6,75.0,Tacna,450.0
2026-07-26,2026,7,Julio,26,2026Q3,Monitor 27,Computadoras,17,1375.0,Trujillo,23375.0
2026-08-05,2026,8,Agosto,5,2026Q3,Webcam HD,Accesorios,6,209.0,Trujillo,1254.0
2026-07-29,2026,7,Julio,29,2026Q3,Laptop B,Computadoras,20,3200.0,Lima,64000.0
2026-01-11,2026,1,Enero,11,2026Q1,Mouse X,Accesorios,11,45.0,Juliaca,495.0
2026-05-07,2026,5,Mayo,7,2026Q2,Impresora A,Impresoras,5,702.0,Arequipa,3510.0
2026-02-01,2026,2,Febrero,1,2026Q1,Audífonos Pro,Accesorios,4,262.5,Tacna,1050.0
2026-06-24,2026,6,Junio,24,2026Q2,Mouse Gamer,Accesorios,7,171.0,Arequipa,1197.0
2026-01-24,2026,1,Enero,24,2026Q1,Laptop A,Computadoras,6,2250.0,Lima,13500.0
2026-03-10,2026,3,Marzo,10,2026Q1,Switch 8P,Redes,15,341.0,Puno,5115.0
2026-01-07,2026,1,Enero,7,2026Q1,Impresora A,Impresoras,7,780.0,Lima,5460.0
2026-05-23,2026,5,Mayo,23,2026Q2,Disco SSD 1TB,Almacenamiento,2,361.0,Arequipa,722.0
2026-01-12,2026,1,Enero,12,2026Q1,Disco SSD 1TB,Almacenamiento,11,380.0,Cusco,4180.0
2026-03-23,2026,3,Marzo,23,2026Q1,PC Gamer X,Computadoras,2,5460.0,Juliaca,10920.0
2026-03-05,2026,3,Marzo,5,2026Q1,Audífonos Pro,Accesorios,14,250.0,Lima,3500.0
2026-07-11,2026,7,Julio,11,2026Q3,USB 128GB,Almacenamiento,19,78.75,Lima,1496.25
2026-03-19,2026,3,Marzo,19,2026Q1,Laptop B,Computadoras,16,3200.0,Moquegua,51200.0
2026-02-15,2026,2,Febrero,15,2026Q1,Laptop B,Computadoras,4,3520.0,Tacna,14080.0
2026-02-15,2026,2,Febrero,15,2026Q1,Mouse Gamer,Accesorios,2,171.0,Tacna,342.0
2026-06-06,2026,6,Junio,6,2026Q2,Laptop A,Computadoras,18,2250.0,Trujillo,40500.0
2026-03-09,2026,3,Marzo,9,2026Q1,USB 128GB,Almacenamiento,13,78.75,Arequipa,1023.75
2026-05-27,2026,5,Mayo,27,2026Q2,USB 128GB,Almacenamiento,8,71.25,Lima,570.0
2026-01-04,2026,1,Enero,4,2026Q1,Disco SSD 1TB,Almacenamiento,13,418.0,Moquegua,5434.0
2026-08-19,2026,8,Agosto,19,2026Q3,Laptop C,Computadoras,1,4100.0,Cusco,4100.0
2026-03-21,2026,3,Marzo,21,2026Q1,Monitor 24,Computadoras,20,850.0,Lima,17000.0
2026-08-20,2026,8,Agosto,20,2026Q3,Audífonos Pro,Accesorios,9,250.0,Cusco,2250.0
2026-02-04,2026,2,Febrero,4,2026Q1,Switch 8P,Redes,18,325.5,Trujillo,5859.0
2026-02-15,2026,2,Febrero,15,2026Q1,USB 128GB,Almacenamiento,13,75.0,Moquegua,975.0
2026-01-12,2026,1,Enero,12,2026Q1,Impresora Multifunción,Impresoras,10,1150.0,Moquegua,11500.0
2026-03-05,2026,3,Marzo,5,2026Q1,Webcam HD,Accesorios,11,171.0,Moquegua,1881.0
2026-05-17,2026,5,Mayo,17,2026Q2,USB 64GB,Almacenamiento,15,49.5,Arequipa,742.5
2026-05-26,2026,5,Mayo,26,2026Q2,Disco SSD 1TB,Almacenamiento,15,342.0,Lima,5130.0
2026-06-19,2026,6,Junio,19,2026Q2,Cable UTP,Redes,18,23.75,Cusco,427.5
2026-04-06,2026,4,Abril,6,2026Q2,PC Gamer X,Computadoras,2,4680.0,Trujillo,9360.0
2026-01-11,2026,1,Enero,11,2026Q1,Laptop B,Computadoras,13,3520.0,Puno,45760.0
2026-01-04,2026,1,Enero,4,2026Q1,Impresora Multifunción,Impresoras,19,1265.0,Arequipa,24035.0
2026-04-01,2026,4,Abril,1,2026Q2,Monitor 27,Computadoras,8,1312.5,Cusco,10500.0
2026-04-28,2026,4,Abril,28,2026Q2,Disco SSD 2TB,Almacenamiento,4,690.0,Juliaca,2760.0
2026-05-13,2026,5,Mayo,13,2026Q2,Monitor 27,Computadoras,10,1125.0,Arequipa,11250.0
2026-01-05,2026,1,Enero,5,2026Q1,Webcam HD,Accesorios,4,209.0,Moquegua,836.0
2026-01-22,2026,1,Enero,22,2026Q1,Teclado K1,Accesorios,16,114.0,Juliaca,1824.0
2026-02-07,2026,2,Febrero,7,2026Q1,Impresora Multifunción,Impresoras,15,1150.0,Moquegua,17250.0
2026-06-27,2026,6,Junio,27,2026Q2,PC Gamer X,Computadoras,3,5460.0,Tacna,16380.0
2026-01-17,2026,1,Enero,17,2026Q1,Laptop B,Computadoras,13,3360.0,Moquegua,43680.0
2026-08-18,2026,8,Agosto,18,2026Q3,Mouse X,Accesorios,12,50.0,Arequipa,600.0
2026-01-09,2026,1,Enero,9,2026Q1,Audífonos Pro,Accesorios,8,250.0,Juliaca,2000.0
2026-02-06,2026,2,Febrero,6,2026Q1,Audífonos Pro,Accesorios,4,250.0,Cusco,1000.0
2026-03-18,2026,3,Marzo,18,2026Q1,PC Gamer X,Computadoras,4,5720.0,Arequipa,22880.0
2026-08-04,2026,8,Agosto,4,2026Q3,Mouse Gamer,Accesorios,8,180.0,Trujillo,1440.0
2026-01-20,2026,1,Enero,20,2026Q1,Router WiFi,Redes,13,253.0,Arequipa,3289.0
2026-08-02,2026,8,Agosto,2,2026Q3,Audífonos Pro,Accesorios,9,275.0,Puno,2475.0
2026-01-21,2026,1,Enero,21,2026Q1,Mouse X,Accesorios,12,52.5,Arequipa,630.0
2026-05-14,2026,5,Mayo,14,2026Q2,USB 64GB,Almacenamiento,6,49.5,Juliaca,297.0
2026-06-20,2026,6,Junio,20,2026Q2,Cable UTP,Redes,19,26.25,Arequipa,498.75
2026-06-04,2026,6,Junio,4,2026Q2,Cable UTP,Redes,13,25.0,Tacna,325.0
2026-05-03,2026,5,Mayo,3,2026Q2,Mouse Gamer,Accesorios,17,180.0,Puno,3060.0
2026-03-21,2026,3,Marzo,21,2026Q1,USB 64GB,Almacenamiento,17,49.5,Tacna,841.5
2026-04-30,2026,4,Abril,30,2026Q2,Disco SSD 2TB,Almacenamiento,13,690.0,Moquegua,8970.0
2026-07-21,2026,7,Julio,21,2026Q3,Disco SSD 2TB,Almacenamiento,7,690.0,Lima,4830.0
2026-06-04,2026,6,Junio,4,2026Q2,Impresora A,Impresoras,10,819.0,Moquegua,8190.0
2026-01-01,2026,1,Enero,1,2026Q1,Cable UTP,Redes,11,26.25,Cusco,288.75
2026-05-05,2026,5,Mayo,5,2026Q2,Cable UTP,Redes,13,25.0,Lima,325.0
2026-02-24,2026,2,Febrero,24,2026Q1,Router WiFi,Redes,10,218.5,Juliaca,2185.0
2026-03-01,2026,3,Marzo,1,2026Q1,Router WiFi,Redes,4,230.0,Cusco,920.0
2026-03-21,2026,3,Marzo,21,2026Q1,Impresora A,Impresoras,12,702.0,Cusco,8424.0
2026-07-26,2026,7,Julio,26,2026Q3,Impresora A,Impresoras,6,819.0,Trujillo,4914.0
2026-04-06,2026,4,Abril,6,2026Q2,Disco SSD 1TB,Almacenamiento,20,380.0,Moquegua,7600.0
2026-04-04,2026,4,Abril,4,2026Q2,Cable UTP,Redes,10,25.0,Juliaca,250.0
2026-01-08,2026,1,Enero,8,2026Q1,Webcam HD,Accesorios,7,199.5,Juliaca,1396.5
2026-04-24,2026,4,Abril,24,2026Q2,PC Gamer X,Computadoras,3,5200.0,Trujillo,15600.0
2026-07-11,2026,7,Julio,11,2026Q3,Switch 8P,Redes,2,325.5,Juliaca,651.0
2026-07-23,2026,7,Julio,23,2026Q3,USB 128GB,Almacenamiento,8,75.0,Puno,600.0
2026-08-16,2026,8,Agosto,16,2026Q3,Disco SSD 2TB,Almacenamiento,11,690.0,Moquegua,7590.0
2026-05-19,2026,5,Mayo,19,2026Q2,Impresora A,Impresoras,3,702.0,Arequipa,2106.0
2026-06-08,2026,6,Junio,8,2026Q2,Switch 8P,Redes,18,325.5,Lima,5859.0
2026-04-24,2026,4,Abril,24,2026Q2,USB 64GB,Almacenamiento,5,45.0,Lima,225.0
2026-03-28,2026,3,Marzo,28,2026Q1,Switch 8P,Redes,20,325.5,Puno,6510.0
2026-01-20,2026,1,Enero,20,2026Q1,Webcam HD,Accesorios,10,209.0,Puno,2090.0
2026-01-31,2026,1,Enero,31,2026Q1,USB 64GB,Almacenamiento,12,40.5,Tacna,486.0
2026-05-07,2026,5,Mayo,7,2026Q2,Disco SSD 1TB,Almacenamiento,12,361.0,Arequipa,4332.0
2026-02-23,2026,2,Febrero,23,2026Q1,Laptop B,Computadoras,2,3200.0,Arequipa,6400.0
2026-04-25,2026,4,Abril,25,2026Q2,Teclado K1,Accesorios,4,114.0,Tacna,456.0
2026-07-26,2026,7,Julio,26,2026Q3,Laptop B,Computadoras,12,2880.0,Juliaca,34560.0
2026-02-09,2026,2,Febrero,9,2026Q1,USB 64GB,Almacenamiento,2,45.0,Cusco,90.0
2026-02-18,2026,2,Febrero,18,2026Q1,Teclado K1,Accesorios,4,132.0,Moquegua,528.0
2026-06-17,2026,6,Junio,17,2026Q2,Disco SSD 2TB,Almacenamiento,12,690.0,Arequipa,8280.0
2026-03-18,2026,3,Marzo,18,2026Q1,Impresora Multifunción,Impresoras,5,1150.0,Juliaca,5750.0
2026-01-12,2026,1,Enero,12,2026Q1,Teclado K1,Accesorios,3,114.0,Arequipa,342.0
2026-05-01,2026,5,Mayo,1,2026Q2,USB 128GB,Almacenamiento,8,75.0,Tacna,600.0
2026-01-19,2026,1,Enero,19,2026Q1,Mouse Gamer,Accesorios,13,162.0,Cusco,2106.0
2026-05-29,2026,5,Mayo,29,2026Q2,Mouse Gamer,Accesorios,10,198.0,Tacna,1980.0
2026-06-05,2026,6,Junio,5,2026Q2,Teclado K1,Accesorios,4,108.0,Moquegua,432.0
2026-05-25,2026,5,Mayo,25,2026Q2,Monitor 24,Computadoras,15,850.0,Puno,12750.0
2026-01-04,2026,1,Enero,4,2026Q1,Router WiFi,Redes,15,207.0,Moquegua,3105.0
2026-07-09,2026,7,Julio,9,2026Q3,Cable UTP,Redes,3,26.25,Puno,78.75
2026-07-10,2026,7,Julio,10,2026Q3,PC Gamer X,Computadoras,14,5200.0,Juliaca,72800.0
2026-06-10,2026,6,Junio,10,2026Q2,Impresora A,Impresoras,15,780.0,Juliaca,11700.0
2026-03-12,2026,3,Marzo,12,2026Q1,Laptop C,Computadoras,20,3895.0,Puno,77900.0
2026-01-20,2026,1,Enero,20,2026Q1,Monitor 27,Computadoras,6,1250.0,Cusco,7500.0
2026-02-03,2026,2,Febrero,3,2026Q1,Mouse Gamer,Accesorios,12,189.0,Lima,2268.0
2026-01-24,2026,1,Enero,24,2026Q1,Laptop C,Computadoras,5,4100.0,Juliaca,20500.0
2026-07-13,2026,7,Julio,13,2026Q3,Webcam HD,Accesorios,17,199.5,Puno,3391.5
2026-04-20,2026,4,Abril,20,2026Q2,Impresora A,Impresoras,19,858.0,Arequipa,16302.0
2026-07-31,2026,7,Julio,31,2026Q3,Cable UTP,Redes,4,22.5,Tacna,90.0
2026-06-04,2026,6,Junio,4,2026Q2,Laptop B,Computadoras,11,3040.0,Juliaca,33440.0
2026-01-16,2026,1,Enero,16,2026Q1,Cable UTP,Redes,1,27.5,Trujillo,27.5
2026-07-22,2026,7,Julio,22,2026Q3,Impresora A,Impresoras,10,741.0,Arequipa,7410.0
2026-01-06,2026,1,Enero,6,2026Q1,Audífonos Pro,Accesorios,20,225.0,Cusco,4500.0
2026-08-15,2026,8,Agosto,15,2026Q3,USB 128GB,Almacenamiento,20,75.0,Puno,1500.0
2026-07-16,2026,7,Julio,16,2026Q3,USB 128GB,Almacenamiento,17,75.0,Cusco,1275.0
2026-03-26,2026,3,Marzo,26,2026Q1,Webcam HD,Accesorios,20,171.0,Arequipa,3420.0
2026-08-16,2026,8,Agosto,16,2026Q3,Teclado K1,Accesorios,9,126.0,Arequipa,1134.0
2026-06-22,2026,6,Junio,22,2026Q2,Teclado K1,Accesorios,18,108.0,Cusco,1944.0
2026-07-15,2026,7,Julio,15,2026Q3,Monitor 27,Computadoras,9,1250.0,Puno,11250.0
2026-04-17,2026,4,Abril,17,2026Q2,Disco SSD 2TB,Almacenamiento,15,690.0,Tacna,10350.0
2026-02-26,2026,2,Febrero,26,2026Q1,Impresora A,Impresoras,7,702.0,Trujillo,4914.0
2026-07-31,2026,7,Julio,31,2026Q3,Mouse X,Accesorios,11,50.0,Juliaca,550.0
2026-08-16,2026,8,Agosto,16,2026Q3,Disco SSD 2TB,Almacenamiento,7,690.0,Trujillo,4830.0
2026-02-25,2026,2,Febrero,25,2026Q1,Laptop A,Computadoras,2,2750.0,Arequipa,5500.0
2026-01-28,2026,1,Enero,28,2026Q1,Mouse Gamer,Accesorios,7,180.0,Puno,1260.0
